Row #{0}: Service End Date cannot be before Invoice Posting Date,Рядок № {0}: Дата закінчення послуги не може бути до дати опублікування рахунка-фактури,
Row #{0}: Service Start Date cannot be greater than Service End Date,"Рядок № {0}: дата початку служби не може бути більшою, ніж дата закінчення служби",
Row #{0}: Service Start and End Date is required for deferred accounting,Рядок № {0}: дата початку та закінчення послуги необхідна для відкладеного обліку,
Row #{0}: Set Supplier for item {1},Ряд # {0}: Встановити Постачальник по пункту {1},
Row #{0}: Status must be {1} for Invoice Discounting {2},Рядок № {0}: статус повинен бути {1} для знижок за рахунками {2},
Row #{0}: The batch {1} has already expired.,Рядок № {0}: пакет {1} уже закінчився.,
"Row #{0}: The batch {1} has only {2} qty. Please select another batch which has {3} qty available or split the row into multiple rows, to deliver/issue from multiple batches","Рядок # {0}: Завантаження {1} має тільки {2} Кількість. Будь ласка, виберіть іншу партію, яка має {3} Кількість доступні або розділити рядок на кілька рядків, щоб доставити / випуск з декількох партій",
Row #{0}: Timings conflicts with row {1},Ряд # {0}: таймінги конфлікти з низкою {1},
Row #{0}: {1} can not be negative for item {2},Рядок # {0}: {1} не може бути негативним по пункту {2},
Row #{0}: {1} is required to create the Opening {2} Invoices,Рядок № {0}: {1} необхідний для створення початкових {2} рахунків-фактур,
Row #{}: Currency of {} - {} doesn't matches company currency.,Рядок № {}: Валюта {} - {} не відповідає валюті компанії.,
Row #{}: Depreciation Posting Date should not be equal to Available for Use Date.,"Рядок № {}: Дата проводки амортизації не повинна дорівнювати Даті, доступній для використання.",
Row #{}: Item Code: {} is not available under warehouse {}.,Рядок № {}: Код товару: {} недоступний на складі {}.,
Row #{}: No batch selected against item: {}. Please select a batch or remove it to complete transaction.,"Рядок № {}: Для елемента не вибрано партію: {}. Виберіть пакет або видаліть його, щоб завершити транзакцію.",
Row #{}: No serial number selected against item: {}. Please select one or remove it to complete transaction.,"Рядок № {}: Серійний номер для елемента не вибрано: {}. Будь ласка, виберіть один або видаліть його, щоб завершити транзакцію.",
Row #{}: POS Invoice {} has been {},Рядок № {}: Рахунок-фактура POS} {} був {},
Row #{}: POS Invoice {} is not against customer {},Рядок № {}: Рахунок-фактура POS} {} не проти клієнта {},
Row #{}: POS Invoice {} is not submitted yet,Рядок № {}: Рахунок-фактура POS {} ще не надіслано,
Row #{}: Please asign task to a member.,Рядок № {}: надішліть завдання учаснику.,
Row #{}: Please select a serial no and batch against item: {} or remove it to complete transaction.,"Рядок № {}: Виберіть серійний номер та партію товару: {} або видаліть його, щоб завершити транзакцію.",
Row #{}: Serial No {} cannot be returned since it was not transacted in original invoice {},"Рядок № {}: серійний номер {} повернути не можна, оскільки він не був здійснений у первісному рахунку-фактурі {}",
Row #{}: Serial No. {} has already been transacted into another POS Invoice. Please select valid serial no.,Рядок № {}: Серійний номер {} вже переведено на інший рахунок-фактуру. Виберіть дійсний серійний номер.,
Row #{}: Stock quantity not enough for Item Code: {} under warehouse {}. Available quantity {}.,Рядок № {}: Кількість запасу недостатня для коду товару: {} на складі {}. Доступна кількість {}.,
Row #{}: You cannot add postive quantities in a return invoice. Please remove item {} to complete the return.,"Рядок № {}: Ви не можете додавати позитивні величини у рахунок-фактуру, що повертається. Видаліть елемент {}, щоб завершити повернення.",
Row #{}: You must select {} serial numbers for item {}.,Рядок № {}: Ви повинні вибрати {} серійні номери для товару {}.,
Row #{}: {},Рядок № {}: {},
Row #{}: {} of {} should be {}. Please modify the account or select a different account.,"Рядок № {}: {} з {} має бути {}. Будь ласка, змініть рахунок або виберіть інший.",
Row #{}: {} {} does not exist.,Рядок № {}: {} {} не існує.,
Row {0} : Operation is required against the raw material item {1},Рядок {0}: операція потрібна для елемента сировини {1},
Row {0}: Activity Type is mandatory.,Рядок {0}: Вид діяльності є обов&#39;язковим.,
Row {0}: Advance against Customer must be credit,Ряд {0}: Аванси по клієнту повинні бути у кредиті,
Row {0}: Advance against Supplier must be debit,Ряд {0}: Аванси по постачальнику повинні бути у дебеті,
Row {0}: An Reorder entry already exists for this warehouse {1},Ряд {0}: Перезамовлення вже існує для цього складу {1},
Row {0}: Bill of Materials not found for the Item {1},Рядок {0}: Відомість матеріалів не знайдено для елемента {1},
Row {0}: Conversion Factor is mandatory,Ряд {0}: Коефіцієнт перетворення є обов&#39;язковим,
Row {0}: Cost center is required for an item {1},Рядок {0}: для пункту {1} потрібен центр витрат.,
Row {0}: Credit entry can not be linked with a {1},Ряд {0}: Кредитна запис не може бути пов&#39;язаний з {1},
Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},Рядок {0}: Валюта BOM # {1} має дорівнювати вибрану валюту {2},
Row {0}: Debit entry can not be linked with a {1},Ряд {0}: Дебет запис не може бути пов&#39;язаний з {1},
Row {0}: Delivery Warehouse ({1}) and Customer Warehouse ({2}) can not be same,Рядок {0}: Склад доставки ({1}) і Склад клієнтів ({2}) не можуть бути однаковими,
Row {0}: Depreciation Start Date is required,Рядок {0}: Дата початку амортизації потрібна,
Row {0}: Due Date in the Payment Terms table cannot be before Posting Date,Рядок {0}: Дата виплати в таблиці Умов оплати не може бути до дати оприбуткування,
Row {0}: Enter location for the asset item {1},Рядок {0}: Введіть місце для об&#39;єкта активу {1},
Row {0}: Exchange Rate is mandatory,Ряд {0}: Курс є обов&#39;язковим,
Row {0}: Expected Value After Useful Life must be less than Gross Purchase Amount,"Рядок {0}: очікувана вартість після корисної служби повинна бути меншою, ніж сума вашої покупки",
"Row {0}: For Supplier {1}, Email Address is Required to send an email",Рядок {0}: для постачальника {1} для надсилання електронного листа потрібна електронна адреса,
Row {0}: From Time and To Time is mandatory.,Рядок {0}: Від часу і часу є обов&#39;язковим.,
Row {0}: From Time and To Time of {1} is overlapping with {2},Рядок {0}: Від часу і часу {1} перекривається з {2},
Row {0}: From time must be less than to time,"Рядок {0}: час повинен бути меншим, ніж час",
Row {0}: Hours value must be greater than zero.,Рядок {0}: Значення годин має бути більше нуля.,
Row {0}: Invalid reference {1},Ряд {0}: Неприпустима посилання {1},
Row {0}: Loan Security {1} added multiple times,Рядок {0}: Безпека позики {1} додано кілька разів,
Row {0}: Party / Account does not match with {1} / {2} in {3} {4},Ряд {0}: Партія / рахунку не відповідає {1} / {2} в {3} {4},
Row {0}: Party Type and Party is required for Receivable / Payable account {1},Ряд {0}: Партія Тип і партія необхідна для / дебіторська заборгованість увагу {1},
Row {0}: Payment against Sales/Purchase Order should always be marked as advance,Ряд {0}: Оплати згідно Замовлення клієнта/Замовлення на  придбання повинні бути завжди відмічені як аванси,
Row {0}: Please check 'Is Advance' against Account {1} if this is an advance entry.,"Ряд {0}: Будь ласка, поставте відмітку 'Аванс"" у рахунку {1}, якщо це авансовий запис.",
Row {0}: Please set at Tax Exemption Reason in Sales Taxes and Charges,"Рядок {0}: Будь ласка, встановіть Причини звільнення від оподаткування податками та зборами з продажу",
Row {0}: Please set the Mode of Payment in Payment Schedule,"Рядок {0}: Будь ласка, встановіть Спосіб оплати у Платіжному графіку",
Row {0}: Please set the correct code on Mode of Payment {1},Рядок {0}: Введіть правильний код у спосіб оплати {1},
Row {0}: Qty is mandatory,Ряд {0}: Кількість обов&#39;язково,
Row {0}: Quantity not available for {4} in warehouse {1} at posting time of the entry ({2} {3}),Рядок {0}: Кількість недоступна для {4} на складі {1} під час публікації запису ({2} {3}),
Row {0}: Subcontracted Item is mandatory for the raw material {1},Рядок {0}: Субпідрядний елемент є обов’язковим для сировини {1},
"Row {0}: The item {1}, quantity must be positive number","Рядок {0}: елемент {1}, кількість має бути додатним числом",
Row {0}: UOM Conversion Factor is mandatory,Ряд {0}: Коефіцієнт перетворення Одиниця виміру є обов&#39;язковим,
Row {0}: user has not applied the rule {1} on the item {2},Рядок {0}: користувач не застосував правило {1} до елемента {2},
Row {0}: {1} must be greater than 0,Рядок {0}: {1} має бути більше 0,
Row {0}: {1} {2} does not match with {3},Ряд {0}: {1} {2} не відповідає {3},
"Row {1}: Quantity ({0}) cannot be a fraction. To allow this, disable '{2}' in UOM {3}.","Рядок {1}: кількість ({0}) не може бути дробом. Щоб дозволити це, вимкніть &quot;{2}&quot; в UOM {3}.",
Row {}: Asset Naming Series is mandatory for the auto creation for item {},Рядок {}: Серія іменування активів обов’язкова для автоматичного створення для елемента {},
Row({0}): {1} is already discounted in {2},Рядок ({0}): {1} вже знижено в {2},
Rows Added in {0},Рядки додано в {0},
Rows Removed in {0},Рядки видалено через {0},
Rows with duplicate due dates in other rows were found: {0},Були виявлені рядки з дубльованими термінами в інших рядках: {0},
Rule Applied,Правило застосовується,
Rule Description,Опис правила,
S.O. No.,КО №,
SAL-CAM-.YYYY.-,SAL-CAM-.YYYY.-,
SAL-ORD-.YYYY.-,SAL-ORD-.YYYY.-,
SAL-QTN-.YYYY.-,SAL-QTN-.YYYY.-,
SER-WRN-.YYYY.-,SER-WRN-.YYYY.-,
SLA is on hold since {0},SLA утримується з {0},
SMS Center,SMS-центр,
SMS Log,SMS Log,
SO Qty,SO К-сть,
STO-ITEM-.YYYY.-,STO-ITEM-.YYYY.-,
STO-PICK-.YYYY.-,STO-PICK-.YYYY.-,
SUP-.YYYY.-,SUP-.YYYY.-,
SWIFT Number,Номер SWIFT,
SWIFT number,Номер SWIFT,
Safety Stock,Безпечний запас,
Salary,Зарплата,
Salary Mode,Режим виплати,
Sales,Продаж,
Sales Account,Рахунок продажів,
Sales Analytics,Аналітика продажів,
Sales Contributions and Incentives,Внесок та стимулювання збуту,
Sales Defaults,Типові продажі за замовчуванням,
Sales Expenses,Витрати на збут,
Sales Funnel,Воронка продажів,
Sales Invoice,Вихідний рахунок-фактура,
Sales Invoice Advance,Передоплата по вихідному рахунку,
Sales Invoice Item,Позиція вихідного рахунку,
Sales Invoice No,Номер вихідного рахунку-фактури,
Sales Invoice Payment,Оплата по вихідному рахунку,
Sales Invoice Timesheet,Розклад вихідних рахунків-фактур,
Sales Invoice Trends,Динаміка вихідних рахунків,
Sales Invoice {0} has already been submitted,Вихідний рахунок {0} вже проведений,
Sales Manager,Менеджер з продажу,
Sales Master Manager,Майстер Менеджер з продажу,
Sales Monthly History,Щомісячна історія продажу,
Sales Order,Замовлення клієнта,
Sales Order Analysis,Аналіз замовлення на продаж,
Sales Order Date,Дата Замовлення клієнта,
Sales Order Item,Позиція замовлення клієнта,
Sales Order Series,Серія продажів замовлень,
Sales Order Trends,Динаміка Замовлень клієнта,
Sales Order required for Item {0},Неохідно вказати Замовлення клієнта для позиції {0},
"Sales Order {0} has reservation for the item {1}, you can only deliver reserved {1} against {0}.","Замовлення на продаж {0} має замовлення на товар {1}, ви можете доставити лише зарезервоване {1} проти {0}.",
Sales Order {0} is not submitted,Замовлення клієнта {0} не проведено,
Sales Order {0} is not valid,Замовлення клієнта {0} не є допустимим,
Sales Order {0} is {1},Замовлення клієнта {0} {1},
Sales Orders,Замовлення клієнта,
Sales Orders Required,Потрібні замовлення на продаж,
Sales Orders to Bill,Замовлення на продаж до Білла,
Sales Orders to Deliver,Замовлення на поставку для доставки,
Sales Partner,Торговий партнер,
Sales Partner Commission Summary,Підсумок комісії з продажу партнерів,
Sales Partner Name,Назва торгового партнеру,
Sales Partner Target,Цілі торгового партнеру,
Sales Partner Target Variance based on Item Group,Відмінність цільового партнера з продажу на основі групи товарів,
Sales Partner Transaction Summary,Підсумок операцій з торгових партнерів,
Sales Partner Type,Тип торговельного партнера,
Sales Partners Commission,Комісія партнерів,
Sales Payment Summary,Підсумок платежів за продаж,
Sales Person,Продавець,
Sales Person Commission Summary,Короткі відомості про комісію продавця,
Sales Person Name,Ім'я відповідального з продажу,
Sales Person Target Variance Based On Item Group,Відмінність цільової особи для продажу на основі групи предметів,
Sales Person Targets,Цілі відповідального з продажу,
Sales Person-wise Transaction Summary,Операції у розрізі Відповідальних з продажу,
Sales Pipeline,Воронка продаж,
Sales Price List,Продажі Прайс-лист,
Sales Register,Реєстр продаж,
Sales Return,Продажі Повернутися,
Sales Stage,Сезон продажів,
Sales Summary,Підсумок продажів,
Sales Tax Template,Шаблон податків на продаж,
Sales Taxes and Charges,Податки та збори з продажу,
Sales Taxes and Charges Template,Шаблон податків та зборів на продаж,
Sales Team,Відділ продажів,
Sales User,Продажі Користувач,
Sales and Returns,Продажі та повернення,
Sales orders are not available for production,Замовлення на продаж не доступні для виробництва,
Salutation,Звертання,
Same Company is entered more than once,Те ж компанія увійшла більш ніж один раз,
Same Item,Той самий предмет,
Same item cannot be entered multiple times.,Той же елемент не може бути введений кілька разів.,
Same supplier has been entered multiple times,Те ж постачальник був введений кілька разів,
Sample Quantity,Обсяг вибірки,
Sample Retention Warehouse,Зразковий склад для зберігання,
Sample Size,Обсяг вибірки,
Sample quantity {0} cannot be more than received quantity {1},Обсяг вибірки {0} не може перевищувати отриману кількість {1},
Sanctioned,Санкціоновані,
Sanctioned Amount,Санкціонована сума,
Sanctioned Amount Limit,Обмежений розмір санкціонованої суми,
Sanctioned Amount limit crossed for {0} {1},Межа санкціонованої суми перекреслена за {0} {1},
Sanctioned Loan Amount,Сума санкціонованої позики,
Sanctioned Loan Amount already exists for {0} against company {1},Сума санкціонованої суми позики вже існує для {0} проти компанії {1},
Sand,Пісок,
Sandbox,Пісочниця,
Sandbox API Key,Ключ API пісочниці,
Sandbox Mode,Режим пісочниці,
Saturday,Субота,
Save,Зберегти,
Save as Draft,Зберегти як чернетку,
Saving {0},Збереження {0},
Scan Barcode,Сканувати штрих-код,
Scanned Cheque,Сканований чек,
Schedule,Графік,
Schedule Date,Розклад Дата,
Scheduled,Заплановане,
Scheduled Date,Запланована дата,
Scheduled Time,Запланований час,
Scheduler Inactive,Планувальник неактивний,
Scheduler is inactive. Cannot import data.,Планувальник неактивний. Неможливо імпортувати дані.,
Schedules,Розклади,
School/University,Школа / університет,
Scope,Сфера застосування,
Score,рахунок,
Scorecard Actions,Дії Scorecard,
Scorecards,Системи показників,
Scoring Criteria,Критерії оцінки,
Scoring Setup,Налаштування підрахунку голосів,
Scoring Standings,Оцінка Таблиці,
Scrap,лом,
Scrap Items,скрап товари,
Scrap Material Cost,Лом Матеріал Вартість,
Scrap Material Cost(Company Currency),Скрапу Вартість (Компанія Валюта),
Scrap Warehouse,лом Склад,
Scrapped,знищений,
Search,Пошук,
Search APIs,Пошукові API,
Search Results,Результати пошуку,
Search Sub Assemblies,Пошук Sub Асамблей,
Search Term Param Name,Пошуковий термін Назва пароля,
"Search by customer name, phone, email.","Пошук за іменем клієнта, телефоном, електронною поштою.",
Search by invoice id or customer name,Шукайте за ідентифікатором рахунка-фактури або іменем клієнта,
Search results for,Результати пошуку для,
Second Email,Друга електронна пошта,
Secret,Таємно,
Secretary,Секретар,
Section Based On,Розділ на основі,
Section Cards,Картки розділів,
Section Code,Код розділу,
Section Footer,Підручник секції,
Section HTML,Розділ HTML,
Section Header,Заголовок розділу,
Section Leader,Лідер розділу,
Section Name,Назва розділу,
Section Order,Розділ наказу,
Section Subtotal,Розділ Інтерв&#39;ю,
Secured Loans,Забезпечені кредити,
Securities,Цінні папери,
Securities & Commodity Exchanges,Цінні папери та бірж,
Securities and Deposits,Цінні папери та депозити,
Security Credential,Повноваження безпеки,
Security Value ,Значення безпеки,
See All Articles,Див. Всі статті,
See all open tickets,Переглянути всі відкриті квитки,
See past orders,Дивіться минулі замовлення,
See past quotations,Дивіться минулі цитати,
Select,Вибрати,
Select Alternate Item,Виберіть альтернативний елемент,
Select Attribute Values,Виберіть значення атрибута,
Select BOM,Виберіть BOM,
Select BOM and Qty for Production,Виберіть BOM і Кількість для виробництва,
"Select BOM, Qty and For Warehouse","Виберіть BOM, Qty та для складу",
Select Batch,Виберіть Batch,
Select Batch Numbers,Вибір номер партії,
Select Billing Address,Виберіть платіжну адресу,
Select Brand...,Виберіть бренд ...,
Select Company,Виберіть Компанію,
Select Company...,Виберіть компанію ...,
Select Customers By,Виберіть Клієнти за,
Select Default Supplier,Виберіть постачальника за замовчуванням,
Select Difference Account,Виберіть Рахунок різниці,
Select DocType,Виберіть DocType,
Select Employees,Виберіть Співробітники,
Select Fiscal Year...,Виберіть фінансовий рік ...,
Select Items,Виберіть елементи,
Select Items based on Delivery Date,Виберіть елементи на основі дати доставки,
Select Items to Manufacture,Вибір елементів для виготовлення,
Select Loyalty Program,Виберіть Програму лояльності,
Select Maximum Of 1,Виберіть Максимум 1,
Select Possible Supplier,Вибір можливого постачальника,
Select Quantity,Виберіть Кількість,
Select Serial Numbers,Виберіть Серійні номери,
Select Shipping Address,Вибір адреси доставки,
Select Supplier Address,Виберіть адресу постачальника,
Select Target Warehouse,Виберіть Target Warehouse,
Select Warehouse...,Виберіть Склад ...,
Select a Company,Виберіть компанію,
Select a Default Priority.,Виберіть пріоритет за замовчуванням.,
Select a Supplier,Виберіть постачальника,
"Select a Supplier from the Default Suppliers of the items below. On selection, a Purchase Order will be made against items belonging to the selected Supplier only.","Виберіть постачальника з постачальників за замовчуванням із наведених нижче пунктів. При виборі замовлення на замовлення буде зроблено лише щодо товарів, що належать обраному Постачальнику.",
Select a company,Виберіть компанію,
"Select a greeting for the receiver. E.g. Mr., Ms., etc.","Виберіть привітання для приймача. Наприклад, пан, пані та ін.",
Select an account to print in account currency,Виберіть обліковий запис для друку в валюті рахунку,
Select at least one value from each of the attributes.,Виберіть принаймні одне значення для кожного з атрибутів.,
Select change amount account,Вибрати рахунок для суми змін,
Select company first,Спочатку виберіть компанію,
Select company name first.,Виберіть назву компанії в першу чергу.,
Select finance book for the item {0} at row {1},Виберіть книгу фінансів для елемента {0} у рядку {1},
Select item group,Виберіть групу елементів,
Select template item,Виберіть елемент шаблону,
Select the Bank Account to reconcile.,Виберіть банківський рахунок для узгодження.,
Select the customer or supplier.,Виберіть клієнта або постачальника.,
Select to add Serial Number.,"Виберіть, щоб додати серійний номер.",
Select variant item code for the template item {0},Виберіть варіант варіанту коду для елемента шаблону {0},
"Select, to make the customer searchable with these fields","Виберіть, щоб зробити клієнта доступними для пошуку за цими полями",
Selected POS Opening Entry should be open.,Обраний пункт відкриття POS повинен бути відкритим.,
Selected Price List should have buying and selling fields checked.,У вибраному прайс-листі повинні бути перевірені сфери купівлі та продажу.,
Sell,Продаж,
Selling,Продаж,
Selling Amount,Продаж Сума,
Selling Price List,Ціновий продаж,
Selling Rate,Рейтинг продажів,
Selling Settings,Налаштування продаж,
"Selling must be checked, if Applicable For is selected as {0}","""Продаж"" повинно бути позначене, якщо ""Застосовне для"" обране як {0}",
Send,Послати,
Send After (days),Відправити після (днів),
Send Email,Відправити e-mail,
Send Emails to Suppliers,Надсилайте електронні листи постачальникам,
Send Now,Відправити зараз,
Send SMS,Відправити SMS,
Send To,Відправити,
Send To Primary Contact,Надіслати первинному контакту,
Send regular summary reports via Email.,Відправити регулярні зведені звіти по електронній пошті.,
Send to Subcontractor,Надіслати субпідряднику,
Send with Attachment,Надіслати з додаванням,
Sender,Відправник,
Sender Name,Ім&#39;я відправника,
Sending,Відправка,
Sent,Надісланий,
Sent On,Відправлено На,
Sent To,Відправлено,
Sequence ID,Ідентифікатор послідовності,
Sequence Id,Ідентифікатор послідовності,
Serial No,Серійний номер,
Serial No / Batch,Серійний номер / партія,
Serial No Count,Послідовний номер підрахунку,
Serial No Details,Серійний номер деталі,
Serial No Service Contract Expiry,Закінчення сервісної угоди на серійний номер,
Serial No Status,Статус Серійного номеру,
Serial No Warranty Expiry,Збігання терміну гарантії на серійний номер,
Serial No and Batch,Серійний номер та партія,
Serial No is mandatory for Item {0},Серійний номер є обов'язковим для позиції {0},
Serial No {0} Created,Серійний номер {0} Створено,
Serial No {0} does not belong to Batch {1},Серійний номер {0} не належить до партії {1},
Serial No {0} does not belong to Delivery Note {1},Серійний номер {0} не належить накладній {1},
Serial No {0} does not belong to Item {1},Серійний номер {0} не належить до номенклатурної позиції {1},
Serial No {0} does not belong to Warehouse {1},Серійний номер {0} не належить до складу {1},
Serial No {0} does not belong to any Warehouse,Серійний номер {0} не належить до жодного складу,
Serial No {0} does not exist,Серійний номер {0} не існує,
Serial No {0} is under maintenance contract upto {1},Серійний номер {0} на контракті обслуговування  до {1},
Serial No {0} is under warranty upto {1},Серійний номер {0} знаходиться на гарантії до {1},
Serial No {0} not found,Серійний номер {0} не знайдений,
Serial No {0} not in stock,Серійний номер {0} не в наявності,
Serial No {0} quantity {1} cannot be a fraction,Серійний номер {0} кількість {1} не може бути дробною,
Serial No: {0} has already been transacted into another POS Invoice.,Серійний номер: {0} уже здійснено транзакцію на інший рахунок-фактуру.,
Serial Nos Required,Потрібні серійні номери,
Serial Nos Required for Serialized Item {0},Серійні номери обов'язкові для серіалізованої позиції номенклатури {0},
Serial Nos and Batches,Серійні номери і Порції,
Serial Number Created,Створений серійний номер,
Serial Number Series,Серії серійних номерів,
Serial Numbers,Серійні номери,
Serial Numbers Created,Створено серійні номери,
Serial no {0} has been already returned,Серійний номер {0} вже повернуто,
Serial no(s) required for serialized item {0},Послідовний номер (и) не потрібно для серіалізованого продукту {0},
Serial number {0} entered more than once,Серійний номер {0} введений більше ніж один раз,
Serial numbers unavailable for Item {0} under warehouse {1}. Please try changing warehouse.,"Серійні номери недоступні для товару {0} на складі {1}. Будь ласка, спробуйте змінити склад.",
Series,Серії,
Series for Asset Depreciation Entry (Journal Entry),Серія для амортизаційних відрахувань (вступ до журналу),
Series is mandatory,Серії є обов'язковими,
Server Error,помилка серверу,
Service,Сервіс,
Service Address,Адреса послуги,
Service Day,День обслуговування,
Service End Date,Дата завершення сервісу,
Service Level Agreement,Угода про рівень обслуговування,
Service Level Agreement Creation,Створення угоди про рівень послуг,
Service Level Agreement Details,Подробиці угоди про рівень обслуговування,
Service Level Agreement Status,Статус угоди про рівень обслуговування,
Service Level Agreement has been changed to {0}.,Договір про рівень обслуговування змінено на {0}.,
Service Level Agreement was reset.,Договір про рівень обслуговування було скинуто.,
Service Level Agreements,Угоди про рівень обслуговування,
Service Level Priority,Пріоритет рівня обслуговування,
Service Received But Not Billed,"Послуга отримана, але не виставлена",
Service Start Date,Дата початку служби,
Service Stop Date,Дата завершення сервісу,
Service Stop Date cannot be after Service End Date,Дата сервісна зупинка не може бути після закінчення терміну служби,
Service Stop Date cannot be before Service Start Date,Дата сервісна зупинка не може бути до Дата початку служби,
Services,Послуги,
Session Active,Сесія активна,
Session Not Active. Save doc to login.,"Сесія неактивна. Збережіть документ, щоб увійти.",
Session Status,Статус сесії,
Session is expired. Save doc to login.,"Сесія закінчилась. Збережіть документ, щоб увійти.",
"Session not valid, Do you want to login?","Сесія недійсна, Ви хочете увійти?",
Set,Встановіть,
Set Accepted Warehouse,Встановити Прийнятий склад,
Set Advances and Allocate (FIFO),Встановити аванси та виділити (FIFO),
Set Basic Rate Manually,Встановіть базову ставку вручну,
Set Exchange Gain / Loss,Встановити Курсова прибуток / збиток,
Set Item Group-wise budgets on this Territory. You can also include seasonality by setting the Distribution.,"Set Group мудрий бюджети товару на цій території. Ви також можете включити сезонність, встановивши розподіл.",
Set Meta Tags,Встановити мета-теги,
Set New Release Date,Встановити нову дату випуску,
Set Posting Date,Встановити дату проводки,
Set Project and all Tasks to status {0}?,Встановити проект і всі завдання на статус {0}?,
Set Qty in Transactions Based on Serial No Input,Встановіть кількість транзакцій на основі послідовного вводу,
Set Reserve Warehouse,Встановити запасний склад,
Set Shipping Address or Billing Address,Встановіть адресу для доставки або адресу для виставлення рахунку,
Set Source Warehouse,Встановити вихідний склад,
Set Target Warehouse,Встановити цільовий склад,
Set Tax Rule for shopping cart,Встановіть податкове правило для кошику,
Set as Closed,Встановити як закрито,
Set as Completed,Встановити як завершено,
Set as Default,Встановити за замовчуванням,
Set as Lost,Встановити як Втрачений,
Set as Open,Встановити як Open,
Set default inventory account for perpetual inventory,Встановити рахунок товарно-матеріальних запасів за замовчуванням для безперервної інвентаризації,
Set rate of sub-assembly item based on BOM,Встановити швидкість елемента підскладки на основі BOM,
Set targets Item Group-wise for this Sales Person.,Встановити цілі по групах для цього Відповідального з продажу.,
Set this if the customer is a Public Administration company.,"Встановіть це, якщо замовником є компанія з державного управління.",
Set {0} in asset category {1} or company {2},Встановити {0} в категорії активів {1} або компанії {2},
Set {0} in company {1},Встановіть {0} у компанії {1},
Sets 'Source Warehouse' in each row of the items table.,Встановлює &#39;Склад джерела&#39; у кожному рядку таблиці елементів.,
Sets 'Target Warehouse' in each row of the items table.,Встановлює &quot;Цільовий склад&quot; у кожному рядку таблиці елементів.,
Sets 'Warehouse' in each row of the Items table.,Встановлює &quot;Склад&quot; у кожному рядку таблиці &quot;Елементи&quot;.,
Setting Account Type helps in selecting this Account in transactions.,Встановлення типу рахунку допомагає у виборі цього рахунку в операціях.,
"Setting Events to {0}, since the Employee attached to the below Sales Persons does not have a User ID{1}","Призначення подій до {0}, оскільки працівник приєднаний до нижчевказаного Відповідального з продажуі не має ідентифікатора користувача {1}",
Setting defaults,Налаштування за замовчуванням,
Setting up company,Створення компанії,
Settings,Налаштування,
Settings for Accounts,Налаштування для рахунків,
Settings for Buying Module,Налаштування модуля закупівель,
Settings for Selling Module,Налаштування модуля Продаж,
Settled,Поселився,
Setup,Встановлення,
Share Balance,Частка балансу,
Share Ledger,Поділитись Леджером,
Share On,Поділитися на,
Share Transfer,Частка передачі,
Share Type,Поділитися типом,
Shareholder,Акціонер,
Shelf Life In Days,Термін зберігання в дні,
Shipments,Поставки,
Shipping Account,Рахунок доставки,
Shipping Account Head,Керівник судноплавного рахунку,
Shipping Address,Адреса доставки,
Shipping Address Name,Ім'я адреси доставки,
"Shipping Address does not have country, which is required for this Shipping Rule","Адреса доставки не має країни, яка необхідна для цього правила доставки",
Shipping Amount,Сума доставки,
Shipping City,Місто доставки,
Shipping Country,Країна доставки,
Shipping County,Область доставки,
Shipping Rule,Правило доставки,
Shipping Rule Condition,Умова правил доставки,
Shipping Rule Conditions,Умови правил доставки,
Shipping Rule Country,Країна правил доставки,
Shipping Rule Label,Ярлик правил доставки,
Shipping Rule Type,Тип правила доставки,
Shipping State,Штат доставки,
Shipping Zipcode,Поштовий індекс,
Shipping rule not applicable for country {0} in Shipping Address,Правило доставки не застосовується для країни {0} в адресі доставки,
Shipping rule only applicable for Buying,Правило доставки застосовується тільки для покупки,
Shipping rule only applicable for Selling,Правило доставки застосовується тільки для продажу,
Shopping Cart,Магазинний кошик,
Short Name,Коротке ім&#39;я,
Short Term Loan Account,Короткостроковий позиковий рахунок,
Short biography for website and other publications.,Коротка біографія для веб-сайту та інших публікацій.,
Shortage Qty,Брак к-сті,
Shortfall Amount,Сума нестачі,
Shortfall Time,Час нестачі,
Show Cancelled Entries,Показати скасовані записи,
Show Completed,Шоу завершено,
Show Cumulative Amount,Показати сукупну суму,
Show Document,Показати документ,
Show Future Payments,Показати майбутні платежі,
Show In Website,Показувати на веб-сайті,
Show Inclusive Tax in Print,Відобразити податок із включеним друком,
Show Items,Показати товари,
Show Latest Forum Posts,Показати останні пости форуму,
Show Linked Delivery Notes,Показати пов’язані накладні,
Show Open,Показати відкритий,
Show Opening Entries,Показати вступні записи,
Show Operations,Показати операції,
Show Payment Details,Показати деталі платежу,
Show Payment Schedule in Print,Показати графік платежів у друкованому вигляді,
Show Return Entries,Показати записи повернення,
Show Sales Person,Показати особу з продажу,
Show Stock Ageing Data,Показати дані про старість акцій,
Show Traceback,Показати відстеження,
Show Variant Attributes,Показати варіанти атрибутів,
Show Variants,Показати варіанти,
Show Warehouse-wise Stock,Показати складські склади,
Show exploded view,Показати виділений вигляд,
Show in Website,Показати на веб-сайті,
Show only POS,Показати тільки POS,
Show this slideshow at the top of the page,Показати це слайд-шоу на верху сторінки,
Show unclosed fiscal year's P&L balances,Показати сальдо прибутків/збитків незакритого фіскального року,
Show zero values,Показати нульові значення,
Show {0},Показати {0},
